company,name,title,reports_to,org_status,image_src
netflix,Navneeth Ramprasad,Lead Product Manager,Eunice Kim,3,https://cdn.theorg.com/b67ef2b6-b055-4e04-9b67-4cbc25c6d9e3_thumb.jpg
google,Bikram Bedi,"MD, Google Cloud India",Karan Bajwa,4,https://cdn.theorg.com/2ff854ab-1902-4434-b196-956bde8eda22_thumb.jpg
apple,Lawrence Quinn,Business Lead,Sabih Khan,3,https://cdn.theorg.com/408cf2cf-4443-4a35-a43c-1402929b58f2_thumb.jpg
apple,Erika Obuhanych,Director of Products Law,Kyle Andeer,4,https://cdn.theorg.com/e8340866-5858-4885-a4b2-2a3c23babf6c_thumb.jpg
netflix,Rajiv Nathwani,"Vice President, Head Of Marketing UK & Ireland",Sayako Oka,4,https://cdn.theorg.com/e7d18fd0-f5af-4890-82aa-3f825a2f2af5_thumb.jpg
google,Siddharth Shekhar,"Industry Lead - Tech, Media, Telco",Thomas Kurian,3,
google,Brendan Callahan,UX Design Manager,Meriah Moulton,5,https://cdn.theorg.com/afeac211-1419-420c-b49a-bac4092834a5_thumb.jpg
disney,Ashwini Agrawal,Manager - (sales) HR Business Partner,Himanshu Kapadia,5,https://cdn.theorg.com/160024b4-21e1-4ce6-88a7-37f44e220b3f_thumb.jpg
amazon,Ashish Srivastava,Senior Recruiting Business Partner,Jay Shankar,4,https://cdn.theorg.com/9f575911-c056-4969-9321-79e895587819_thumb.jpg
stripe,Leland Miller,Software Engineer,Sachin Bansal,6,
disney,Daniel A.,"Senior Manager, Customer Experience Strategy",Sean Corrigan,5,https://cdn.theorg.com/7e7f4431-dd68-4c1b-8b0e-a6303c9398c3_thumb.jpg
stripe,Nikhila Reddy Putta,Software Engineer,Sachin Bansal,6,
amazon,Aya Saqr,Customer Journey Insights Manager,Amy Armstrong,4,https://cdn.theorg.com/165ecf1a-c648-4f10-9383-351d239458d6_thumb.jpg
nike,Jeanette Melgarejo,Director Of Diversity Talent Innovation Programs,Fazal Khan,7,https://cdn.theorg.com/43ae5745-d089-4fba-a69e-4ffbbcb95a9e_thumb.jpg
netflix,Andreina Poveda,"Marketing Manager, US",Marian Lee Dicus,3,https://cdn.theorg.com/43f3df78-2a29-47a3-9c3d-08ba0a3bfb2f_thumb.jpg
disney,Katherine K.,"Manager - Global Brand Strategy, Category/product Management, Marketing, And Partnerships",Lisa Becket,3,https://cdn.theorg.com/739ddb0c-bffd-4224-b489-5eaf7780d566_thumb.jpg
google,Sebastian Bauer,"Senior Managing Director, Head Of Android & Pixel Design",Nirmal Jayaram,6,https://cdn.theorg.com/cc34dbb7-587a-42de-b1c2-9aee8c2ebd00_thumb.jpg
google,Soham Kamani,Senior Software Engineer,Shadi Khalek,5,
google,Kryštof Hoder,Senior Staff Software Engineer,Xiangdong Lou,6,https://cdn.theorg.com/03211ab2-adbf-41f7-9c31-68d769eee87a_thumb.jpg
google,Tom Castle,"Global Lead, Global Security Operations Centre (gsoc), Global Security & Resilience Services",Ruslan Meshenberg,5,
amazon,Siva Subramaniam K,Senior HR Business Partner,Apoorva Singh,5,https://cdn.theorg.com/3b815895-adeb-4acf-a036-72dbf55f0c47_thumb.jpg
nike,Jon Bond,Strategic Partner Director,Bernard Bedon,8,https://cdn.theorg.com/4d21bffc-deb9-4f98-b467-5be28fa9c5ff_thumb.jpg
google,Jaclyn Konzelmann,Director Of Product Management,Rose Yao,5,https://cdn.theorg.com/166eb6d2-67b1-4056-b517-8b11a175e292_thumb.jpg
amazon,Dr. Dylan Browne,Global Head Of Mobility,Douglas J. Herrington,3,https://s2.q4cdn.com/299287126/files/images/board/247A3878_xsk8jDEUA-1.jpg
nike,Jonathan Tappan,"VP & GM, Global Apparel, Converse",Jared Carver,4,https://cdn.theorg.com/ef43b1b1-0ee3-4ebd-a40c-864f50f08d81_thumb.jpg
meta,Karen Plemons,UX Research Manager,Marina Lieban,7,
netflix,Veronica Fabiani,"Measurement Lead, Audience And Marketplace Insights",Julie Detraglia,6,https://cdn.theorg.com/991e4c9c-aa61-407f-9a75-86268aed3d43_thumb.jpg
google,Prashast Gupta,Senior Growth Manager,Patrycja Matul,6,https://cdn.theorg.com/fe304877-c458-493c-b67f-2089f0d424bb_thumb.jpg
apple,Sofiane Berlat,Manufacturing Design Engineering Manager - Additive Manufacturing,Rob York,4,https://cdn.theorg.com/ea5f3f06-38ca-453f-a9d6-377efd8f8c01_thumb.jpg
microsoft,Charles Lamanna,"CVP, Citizen Applications Platform",Jeff Teper,3,https://cdn.theorg.com/38b4fa08-c318-44e4-b4a2-a4db60acf07e_thumb.jpg
nike,Monina Dolan,"Director, Global Retail Experience Design",Tim Hamilton,6,https://cdn.theorg.com/37b7f2f4-a1d0-47fb-8086-5cde4124927c_thumb.jpg
nike,Shauncey Mashia,"Global Senior Manager, Jordan Brand, Black Community Commitment",Heidi O’Neill,3,https://cdn.theorg.com/47a968d9-73a2-4212-9ff5-0c917a3f1c66_thumb.jpg
amazon,Amelia Torjin,Pathways Operations Manager,Jas Khangura,5,https://cdn.theorg.com/ee8d434b-3c05-431a-9447-e5430fa0dc56_thumb.jpg
google,Khalifeh al Jadda,Director Of Data Science,Jeff Dean,3,https://cdn.theorg.com/c9029ecc-e756-42fe-97ab-7f4a2442e3c1_thumb.jpg
netflix,Linda Burrow,"Vice President, Litigation",David Hyman,3,https://cdn.theorg.com/c82026bc-249e-4497-b0c7-bd62740c01fa_thumb.jpg
google,Jürgen Sturm,Senior Staff Software Engineer,Lichan Hong,5,https://cdn.theorg.com/c84de724-772e-4fb2-87e5-7cd532148290_thumb.jpg
disney,Pippa Anderson,"SVP, Post Production",Kathleen Kennedy,4,https://cdn.theorg.com/9bdc4846-b387-44cb-be07-e249bd9293f5_thumb.jpg
meta,Pratik Dubal,Machine Learning Engineer (senior),Yash Desai,7,https://cdn.theorg.com/8e8ba525-86a6-46dd-9ef2-f048989d16f3_thumb.jpg
meta,Michael Smedegaard,"Director, Audio Technology, RL",Andrew Bosworth,4,https://cdn.theorg.com/9bf14c8f-9d09-4d5b-8dcb-082ef517be8f_thumb.jpg
google,Haifeng Wu,"Senior Product Analyst, Data Science",Apurva Desai,5,https://cdn.theorg.com/923e743c-f296-4a7f-9cf6-33be977d4740_thumb.jpg
disney,Dustin Sandoval,"VP, Social Media & Digital-Lucasfilm",Kathleen Kennedy,4,
amazon,Shekhar Venkat,"Head Of Software Development (Alexa Sr Health Subscription, Accessibility, Data Privacy & Trust)",Amanda Doerr,5,https://cdn.theorg.com/1aae771d-18e7-44bd-b608-a88426b79729_thumb.jpg
amazon,Sara McCall,"Third-party Security Leader, Senior Manager",Jon R. Ramsey,4,https://cdn.theorg.com/45ff6984-ec5d-435d-9b4b-a82ecedc4e3f_thumb.jpg
stripe,Elycia Teh,"Recruiter, APAC",Starley Varghese,5,https://cdn.theorg.com/74b46e4e-b5cd-4366-b847-10b1175e1d4a_thumb.jpg
disney,Lindsey Green,"SVP, Platform Distribution, Disney Direct-to-Consumer & International",Justin Connolly,3,https://cdn.theorg.com/d2ba22c4-eb57-4925-89a1-ceb8c0ed8913_thumb.jpg
meta,Heather McDowell,"Manager, Global Admin Planning & Operations",Nicola Mendelsohn,5,https://cdn.theorg.com/6790cfa6-109c-46d7-a978-cd6a6212f84b_thumb.jpg
meta,Eran Vaizel,"Manager, Application Engineering",Sacha Arnoud,6,https://cdn.theorg.com/29171eab-25c0-4adc-b1a5-811decd38226_thumb.jpg
amazon,Darpan Mehta,Director - APAC Tax At Amazon,Savan Patel,4,https://cdn.theorg.com/26c13f5b-1368-4a9b-a470-fc04d7050baf_thumb.jpg
google,Joan Smith,Principal Software Engineer,Kristin Reinke,4,https://cdn.theorg.com/c178a895-a721-4357-9980-577312c40120_thumb.jpg
meta,Ryley Pearson,Global Security Operations Center-noram Team Lead,Tom Winter,7,https://cdn.theorg.com/ceebfcb6-32d6-4543-86a2-00946c0ee8b1_thumb.jpg
disney,Vextrick Miller,"Manager, Financial Systems",Lori Aultman,5,https://cdn.theorg.com/6a398642-334e-425f-a38b-80d58d65cba5_thumb.jpg
apple,Sanjay Mathur,"Senior Director - Product Management, Data Insights & Business Operations, Ad Platforms",Todd Teresi,4,https://cdn.theorg.com/51bce324-3041-47dc-bfa2-ed11674cf20b_thumb.jpg
apple,Carmen Liliana Buendía Otero,Re&d Facilities Manager - Latam,Kristina Raspe,5,https://cdn.theorg.com/a2a39bcd-068d-4e77-bf97-1583ff46122f_thumb.jpg
tesla,Nagesh Saldi,CIO,Elon Musk,3,https://cdn.theorg.com/ad9e8d67-7475-4569-ac2a-1b1c6dc5d88e_thumb.jpg
amazon,Zuohua Zhang,"Director Of Machine Learning, Prime Video At Amazon",Mike Hopkins,5,https://cdn.theorg.com/56bae48b-6522-420b-89a8-5da2e3c4d370_thumb.jpg
meta,Luca di Mauro,"Director, Product Strategy",Keval Patel,6,https://cdn.theorg.com/2e2d4f27-9dcd-44c5-975a-a69c6da7751f_thumb.jpg
google,Alison Wagonfeld,"VP, Marketing, Google Cloud",Thomas Kurian,3,https://cdn.theorg.com/8244ced6-4fff-4931-bc28-0156b9444fe0_thumb.jpg
amazon,Sibay,"Vice President, Corporate Development",James Dibbo,5,https://cdn.theorg.com/706b1668-5d76-4383-93c7-78835ce0e0a8_thumb.jpg
amazon,Willie Pang,"General Manager, Amazon Ads",Alan Moss,4,https://cdn.theorg.com/7f36f41e-74f8-48cc-90a3-1e2c13121bd7_thumb.jpg
meta,Jordan Lopez,Senior Data Engineer,Randy Zabaneh,6,https://cdn.theorg.com/7d2c19af-f850-4a45-ba6d-41fc1e83b50f_thumb.jpg
netflix,Miriam Goldberg,Engineering Manager,Ritu Goyal,5,https://cdn.theorg.com/38371058-dd8e-4689-b174-12bc0dde1ac2_thumb.jpg
stripe,Priya Patel,"Head Of Marketing, Saas Products (revenue Finance Automation)",Jeff Titterton,4,https://cdn.theorg.com/7e7eabb6-4363-495e-a739-9388bea91d23_thumb.jpg
stripe,Michie Cao,Staff Product Designer,Yuliya Gorlovetsky,6,https://cdn.theorg.com/0520c86b-362f-4166-8c2a-52379af0b856_thumb.jpg
apple,Nan Liu,Engineering Manager,Madiha Chan,5,https://cdn.theorg.com/772b76a1-2408-43bf-bb58-09d561fee9a6_thumb.jpg
meta,Samuel D.,Senior Research Scientist,Tanya Jonker,7,https://cdn.theorg.com/c7a58ba7-1685-4842-b927-94588d26ef21_thumb.jpg
stripe,Melody Chen,Software Engineer,Sachin Bansal,6,https://cdn.theorg.com/9b9f6852-9e0a-4848-8378-38203aeee0e6_thumb.jpg
amazon,Saumya Goyal,UX Designer II,Anuradha K,5,https://cdn.theorg.com/3a65bde1-d26b-4e9f-bc65-7f7c8c3a1190_thumb.jpg
apple,Maxime Veron,"Product Senior Director, Iphone",Tang Yew Tan,4,https://cdn.theorg.com/7267e1dc-0cca-42e8-a085-dea3b50d149c_thumb.jpg
netflix,Ding Tong,Sr Research Scientist/engineer,Bao Ngo,6,https://cdn.theorg.com/9d3896f8-24a1-44a9-b041-d67adf975eec_thumb.jpg
netflix,Nikola Yovchev,Engineering Manager,Ritu Goyal,5,
stripe,Jelani Burton,SEO Lead,Neha Hattangdi,5,https://cdn.theorg.com/39107dd9-1972-48b1-8c71-f09ac0b7885c_thumb.jpg
stripe,Yanlam K.,Software Engineer,Sachin Bansal,6,
amazon,Florian Lina,"Head Of Sales - Finance, Telco, Retail & Hospitality",Ted Stanton,4,https://cdn.theorg.com/e96663b4-be84-4f00-8ee8-83e88cb46e2d_thumb.jpg
amazon,Giuseppina Smith,Head Of IT - Europe,Mai le,4,https://cdn.theorg.com/d3cdce13-07e6-426d-b6c1-ce85ed67b4be_thumb.jpg
netflix,Johnny U.,Engineering Manager - Studio Production Infrastructure,Niall Mullen,6,https://cdn.theorg.com/a13804d9-1eaf-4e4c-be14-d433e7d623d1_thumb.jpg
nike,Stephen Son,Marketplace Operations Seasonal Execution Manager (southeast Asia & India),Bert Stevens,4,https://cdn.theorg.com/3e6fd574-c0e2-4fa3-9b95-11b0f7cfd7a3_thumb.jpg
netflix,Gabrielle Morin,Merchandising Strategy Manager,Yohko Kelley,5,https://cdn.theorg.com/2e13a571-902e-48b0-a96b-ea835a8ef57b_thumb.jpg
google,Tavan Edla,Senior Software Engineer,Gabriel Militão,6,https://cdn.theorg.com/4d056fcb-ec78-43ff-a365-6ec1e6a0e102_thumb.jpg
netflix,Neena Dass,"Director, Talent - Human Resources Business Partner",Dorothy Hammond,5,
apple,Poonam Kaur,"Lead - Strategic Engagement, Environmental Initiatives, India & Middle East",Sabih Khan,3,https://cdn.theorg.com/5944c622-fb67-47a8-8448-60a30e2afa31_thumb.jpg
disney,Rebecca Liven,EA to Dan Wood,Mahesh Samat,4,
amazon,Sameer Kalwani,"Head Of Product, HR AI And Data Infrastructure",Vasi Philomin,4,https://cdn.theorg.com/d4a9e1a0-ca3f-4ae7-950d-3891fb81c319_thumb.jpg
amazon,MacIej Banaszak,"Workplace Insights & Digital Experience, Sr Manager, Global Real Estate & Facilities",John Schoettler,4,https://cdn.theorg.com/22453bc4-f93a-4a81-8306-4cee91ca31ab_thumb.jpg
disney,Sherry Lee,Lead manager,Dorian Cusic,5,https://cdn.theorg.com/44ce0e74-2d36-4cc8-b4cc-e7db44a29a17_thumb.jpg
google,Shanu Ahluwalia Vij,"APAC Lead, Employability Programs",Sue Morris,5,https://cdn.theorg.com/d0e6e39e-030e-4091-9e42-bcf3f83b8ade_thumb.jpg
microsoft,Brissa Quiroz,Accessibility Education Director,Peter Lee,4,https://cdn.theorg.com/f3677473-6c5f-4471-b787-bcfdb5e84f71_thumb.jpg
amazon,Sandeep Karmarkar,Sr. Data Scientist,Usman Aleem,5,https://cdn.theorg.com/ae075186-9465-4a87-b02b-040a9578cd3d_thumb.jpg
nike,Kt Wilson,"Director, SEC Tech Program Management - Product, Planning & Manufacturing",Marsha,8,https://cdn.theorg.com/4497bf17-7387-4d16-8744-27de9e184294_thumb.jpg
disney,Nicholas Brookins,"Senior Vice President, Media Engineering",Aaron Goldman,4,
amazon,Susannah King,"Senior Learning Manager, Ops",Trina Soske,6,https://cdn.theorg.com/e1e84f22-71bb-4c4c-b593-37a652ea070f_thumb.jpg
netflix,Nishant Hegde,"Senior Analytics Engineer, Data Science & Engineering",Patric Glynn,6,https://cdn.theorg.com/8b0fa091-bece-4c92-ab36-5ba78bb0a165_thumb.jpg
netflix,Frans van Eersel,"Sr. Director, Workplace (emea/apac/latam) - Enterprise Operations",Nanjappa Palekanda,4,https://cdn.theorg.com/0c8c5a5f-cbb4-4adc-99bd-5e8aaa2624eb_thumb.jpg
nike,Akhilesh Singhal,Director Data Engineering And Dataops,Les Spicer,5,https://cdn.theorg.com/3a94cb6b-ce72-4e01-aec1-2c8e68b9c035_thumb.jpg
netflix,Mojen Jenkins,Engineering Manager (studio Tech Solutions),Jessica Kahn,6,
stripe,Neal Ulrich,"Program Manager, Frontier",Meenakshi Dhingra,5,https://cdn.theorg.com/65b62417-36cd-45c8-b508-ccd6d2b1b6fe_thumb.jpg
disney,Joanne Goldsmith,"Director, Programming Operations Disney+ EMEA",Andy Kubitz,5,https://cdn.theorg.com/101e8b6a-facb-4877-a746-998afd7c6055_thumb.jpg
meta,Alessio Sanfilippo,"VP Of Analytics, Reality Labs",Michael Abrash,5,https://cdn.theorg.com/98eb85cc-cfe6-4a92-b62c-bddc9d9dbe06_thumb.jpg
meta,Frida Breslin,Marketing Science Lead - Northern Europe,Rick Malins,7,https://cdn.theorg.com/81f09f8e-740c-4d5f-a66b-492ddb7ac246_thumb.jpg
tesla,Divya Shetty,Sr Staff Technical Program Manager,Nagesh Saldi,4,
meta,William Kiendl,"Design Program Lead, Reality Labs",Joshua To,5,https://cdn.theorg.com/751091f7-d84e-4144-89c5-1dbac699228c_thumb.jpg
meta,Payam Shodjai,"Senior Director, Product Management, AI And Developer Infrastructure",Aigerim Shorman,6,https://cdn.theorg.com/c4592352-61d7-4c70-9211-c057ab9c408a_thumb.jpg
netflix,Blake Penido,Director Emerging Technology & AV,Sharon Chiarella,5,https://cdn.theorg.com/7f1c65b1-6da0-4d5c-875a-4c260453cdff_thumb.jpg
meta,Min-Jae L.,Associate General Counsel - Privacy Legal (facebook Lead),Steve Satterfield,5,
netflix,Diego Preciado Baron,Senior Data Engineer,Patric Glynn,6,https://cdn.theorg.com/c71fa9fe-4c90-4347-8e05-4ae03cc85c0a_thumb.jpg
amazon,Jeremie Hakian,"Science Manager, Sustainability",Kommy Weldemariam,4,https://cdn.theorg.com/602d45cf-3a80-41f1-adee-44db64e37546_thumb.jpg
amazon,Kathleen Sapios,Director of Global Tax Operations,Kurt Lamp,4,NA
disney,Amanda Kim,"Integrated Planning Manager | Synergy, Marketing & Partnerships",Kathleen Kennedy,4,
amazon,Tarun Thapar,Head Of Product - Amazon Business,Shelley Salomon,5,https://cdn.theorg.com/a6982e3b-e4c3-4167-a8ba-bc0f4738d45d_thumb.jpg
nike,Angie Eastman-Aytes,Engineering Operations Lead,Amarjit Sharma,6,
disney,Meredith Bennett,"Director, HR Business Partner",Jennifer Reberger,5,https://cdn.theorg.com/2c51b791-2e81-4327-a16b-1c59e9991de9_thumb.jpg
meta,Natasha White,"Manager Of AI Business Development And Partnerships, Developer/partner Lead",Scott Hershkowitz,6,https://cdn.theorg.com/97d2e8e6-6a3d-4123-b077-b0a0cd3dfeb7_thumb.jpg
apple,Elsa Friscira,Apple Music Data Engineering Manager 🎧,Ranjit Panigrahi,4,https://cdn.theorg.com/a54696fd-723a-41f5-bde5-e6385523bdea_thumb.jpg
amazon,Alfredo Ruiz,Design Lead - Project Kuiper,Hyun Yeul Lee,5,https://cdn.theorg.com/52b94c35-90e7-48cc-9b9f-334857fe28df_thumb.jpg
apple,Axel Jessen,Sr. Executive Support Engineer,William Brasseur,6,https://cdn.theorg.com/117510c5-b5f1-46e4-aec9-d0a85f5beead_thumb.jpg
google,Mayank Khetan,Senior Software Engineer,Stephen Decker,6,https://cdn.theorg.com/9468f513-8468-4d94-af2d-7bb6df709eb5_thumb.jpg
disney,Hannah J.,Senior Portfolio Scheduler,Austin Valle,5,https://cdn.theorg.com/cee672bd-ac29-48e4-9bf5-beae9efd73d2_thumb.jpg
nike,Frazer Howie,Senior Creative Lead,Martha Moore,5,https://cdn.theorg.com/4ee43382-f469-4185-8721-3028d7d1ff92_thumb.jpg
meta,Madhura Indurkar,Sourcing Manager (technology) - Contract,Tony Braga,6,https://cdn.theorg.com/c0fe586c-4228-407b-8069-5dae5e7b9173_thumb.jpg
apple,Daniel Rosckes,"VP, Global Procurement",Sabih Khan,3,
meta,Helena Duong,"Director And Associate General Counsel, Network Infrastructure",Allison Mull,5,https://cdn.theorg.com/4d17edab-b110-4f9d-b7f1-d030ab686f77_thumb.jpg
disney,Naimul Islam,"Vice President - DFS Disney Financial Services, Enterprise Finance",Lukas Wickart,5,https://cdn.theorg.com/e8dab299-d4e1-4353-8d8b-dc66eacfadb6_thumb.jpg
amazon,Ben Lechner,Director EU Transport Operations & 3P Logistics,Steven Metayer,5,https://cdn.theorg.com/643dc834-2096-41d8-ac49-4c4f1d7f54ac_thumb.jpg
microsoft,Neil Gordon,"General Manager (partner), Channel Sales, Devices & Creativity Americas, Consumer Sales Organization",Jack Auld,5,https://cdn.theorg.com/315fab90-d76d-47c0-ac6e-f695e3ef708b_thumb.jpg
amazon,Naotaka Tobise,Senior Financial Analyst,Robert Miller,5,https://cdn.theorg.com/7e005474-cde1-4cdc-819c-de65e90156a5_thumb.jpg
netflix,Parth Santpurkar,Senior Software Engineer,Tim Perry,4,https://cdn.theorg.com/454277bb-ed61-4ae5-a1a6-1fb8e80c631c_thumb.jpg
meta,Kejiao Sui,Senior Software Engineer,Taha Rafiq,7,https://cdn.theorg.com/ebae762a-97ca-4f61-bb0d-95916e0011ec_thumb.jpg
google,Robbie Haertel,Senior Staff Software Engineer,Purvi Desai,6,https://cdn.theorg.com/484fadb1-6de2-4752-83b5-7dea3d9d436e_thumb.jpg
nike,Alison Scharkey,Global Social Director - @nikebasketball + @nikefootball,Jesse P. Stollak,4,https://cdn.theorg.com/cc1ce00b-bbc6-4ac1-b13b-64a548fa06a3_thumb.jpg
google,Sequoyah Patrick,"Global Head Of Google's Women Techmakers Program, Developer Relations",Melonie Parker,4,https://cdn.theorg.com/b6b06a4a-9931-4929-981d-d48546376231_thumb.jpg
disney,Dw Brotherton,Group Art Director,Meghan Borsic,5,https://cdn.theorg.com/7e388e75-248d-445c-9d30-fa5d38a54586_thumb.jpg
apple,Santosh Kumar,Senior Design Verification Lead/ Manager,Tom Marieb,4,https://cdn.theorg.com/d52b2f5a-7655-4dd3-97ea-713fc0cf4b52_thumb.jpg
meta,Pilar Peace,Creative Director,Elisabeth Carr,7,
meta,Danielle Erb,"Senior Product Marketing Manager, Creators For AR And Raybanmeta Glasses",Shachar Scott,7,https://cdn.theorg.com/2f24e7b8-2774-42df-a0ba-76eaa84f0034_thumb.jpg
stripe,Sandeep Advani,Senior Engineering Manager,Swagath Kannan,5,https://cdn.theorg.com/5bd12087-6b39-48bb-ad7b-b1e649b25d82_thumb.jpg
meta,Andy Wilkinson,Recruiting Director,Janelle Gale,5,https://cdn.theorg.com/4b4650ae-7ec3-4db0-9464-9a02f1c61398_thumb.jpg
meta,Yuling An,UX Research Lead,Seran Chen,6,https://cdn.theorg.com/b646014f-f080-48fa-a8ca-8f6cbeb3482d_thumb.jpg
google,Shashank Srivastava,Principal Account Manager,Brad Calder,4,https://cdn.theorg.com/2cc49dad-bfff-44bc-95b5-70383648ba11_thumb.jpg
disney,Karey Burke,"President, 20th Television",Dana Walden,3,https://cdn.theorg.com/83012f6b-7175-4ba0-9e94-661e60dc93df_thumb.jpg
disney,Nathan Suh,"Vice President, Business Strategy, Platform Distribution",Lori Lebas,5,https://cdn.theorg.com/fd352233-15ec-4c6e-b783-2be0558a44d0_thumb.jpg
tesla,Bhavyansh Mishra,Senior Autopilot Software Engineer,Jake Gough,6,
meta,Jackie Douda,Hearing Payer Strategy Lead,Keval Patel,6,https://cdn.theorg.com/6d7207d8-cc41-4f87-a763-785b370ab465_thumb.jpg
meta,Tram Frank,"VP And Associate General Counsel, Labor & Employment",Chris Sonderby,5,https://cdn.theorg.com/3f1add62-7a58-4e3e-a0e3-44a5d9dd85a7_thumb.jpg
amazon,Saharsh Bembey,Asst Media Manager,Gianna Passarelli,4,
meta,Yuet-Peng Cheong,Director Of Product Management,Krassimir Karamfilov,9,https://cdn.theorg.com/cdf43436-b7f8-4233-b1ef-40660fbbf0a7_thumb.jpg
meta,Bharath Sankaran,Software Engineering Manager,Jay Venkatraman,7,https://cdn.theorg.com/8e1a9eb9-4d1b-4a0c-835a-ee41c5d0ca7b_thumb.jpg
nike,Jenni Jezierski,"Merchandising Director, Womens Lifestyle Apparel",Patrick Seehafer,4,https://cdn.theorg.com/c37c9ffd-11bc-4ad5-bddf-9e252fd13b8c_thumb.jpg
amazon,Raja Ramachandran,"Sr Manager, Product & Tech, Last Mile",Britt Carr,5,https://cdn.theorg.com/80ea234c-c42f-4242-8906-27152657471a_thumb.jpg
disney,Barbara Bouza,"President, Walt Disney Imagineering",Robert A. Iger,2,https://cdn.theorg.com/810a9fcb-22f4-4537-90cd-4fef79b07ff5_thumb.jpg
stripe,Anup Gaurav,Head Of APAC Payments & Head Of Global Verification And Compliance,Shauna Kashyap,5,https://cdn.theorg.com/45f07493-d08f-43af-bcdf-a08efbe62be8_thumb.jpg
amazon,Sunita Mishra M.D.,Chief Medical Officer,Andy Jassey,2,https://cdn.theorg.com/401cba9a-6b6f-44dd-a343-26fdaaaa066a_thumb.jpg
microsoft,Charlotte Tang,"Principal Design Manager (microsoft Teams, Frontline Workers)",John Maeda,4,https://cdn.theorg.com/528406b1-3be1-414f-99a6-935c51910d92_thumb.jpg
amazon,Belinda Zeng,"Director Of Applied Science, Amazon Ads - Sponsored Products",Rohit Prasad,3,https://cdn.theorg.com/a1c874bd-50f2-47cb-b250-28f81fc72416_thumb.jpg
apple,Hannah Story,"Product Design Manager, Icloud",Emery Sanford,5,https://cdn.theorg.com/8ccfc7ef-f35f-4a06-9b14-ba0c3f8c5901_thumb.jpg
apple,Joulyana Ibrahim,Global Supply Manager,Daniel Rosckes,4,https://cdn.theorg.com/eab08dc1-f62a-4af0-b8b9-24aeb76e5744_thumb.jpg
tesla,Kasiviswanathan Panchatsharam,Senior Project Lead,Swapnil Bhatnagar,5,https://cdn.theorg.com/58dedae6-0a84-4812-83b4-beb475908977_thumb.jpg
apple,Srinath S.,Senior Leader And Security Evangelist,Thomas Moyer,5,https://cdn.theorg.com/59098717-b8e3-486c-9062-ea89b7c334f5_thumb.jpg
disney,Federico Marelli,"Senior Marketing & Media Buying Manager, Studio Theatrical & Disney+",Lee Jury,4,https://cdn.theorg.com/edc71aa4-87fa-4489-aa5e-228ca9c5855d_thumb.jpg
disney,Sushant Patankar,Senior Engineering Manager,Cameron Landers,5,https://cdn.theorg.com/1152e7b2-07c9-43e0-9103-0aefe810c13f_thumb.jpg
microsoft,Assaf Berenson,Principal Product Manager - Defender For Cloud Security,Edna Conway,4,https://cdn.theorg.com/f2601a9d-44ec-473d-9bcf-7e0538b3e196_thumb.jpg
google,Lori Huss,"Head Of Strategic Partnerships, Fitbit Health Solutions At Google",Phillipp Schindler,3,
apple,Nisha S.,ASE Analytics & Data Eng,Ranjit Panigrahi,4,https://cdn.theorg.com/b8e644ed-d11d-446d-865e-8e72670050cd_thumb.jpg
meta,Will Cathcart,"Head, WhatsApp",Chris Cox,4,https://cdn.theorg.com/6ea2af39-79a6-412c-b8c8-72b2e2f1a350_thumb.jpg
meta,Amybelle Lizardo Capule,"Director Of Recruiting, Product Management Leadership",Ruta Singh,6,https://cdn.theorg.com/53d3f64b-4583-4c8a-bcbf-2f02250abaa9_thumb.jpg
google,Utkarsh Guleri,Head Of Devops & Database Tech Partnerships,Brennan Mullin,5,https://cdn.theorg.com/fe589784-6def-4c53-81bd-a5283dd8dc9e_thumb.jpg
amazon,Nirav Kamdar,"Vp, Payments Tech For Emerging Markets",Robert Williams,4,https://cdn.theorg.com/a5cfc4de-60a6-44b2-8956-60ff41b51019_thumb.jpg
google,Aaron Mass,"Director - Strategy, Insights, Analytics (platforms & Devices)",Tom Oliveri,4,
stripe,Ben Sears,Software Engineer,Sachin Bansal,6,
disney,Martin Pott,"Director Customer Experience, Americas",Sean Cocchia,5,https://cdn.theorg.com/beacfa7a-59de-4ff3-93e8-d7bd55520eac_thumb.jpg
google,Prachi Padmi,Head Of Ad Traffic Quality Apps & Web,Samuel Bright,4,https://cdn.theorg.com/f6c2a05f-08ab-43c0-8b8c-b8324261096d_thumb.jpg
disney,David Rand,Executive - Disney Free to Air,Adam Long,5,
google,Mrudul Bhide,Strategy & Operations Manager,Ryan Crestani,5,https://cdn.theorg.com/89a332c1-2fbc-46ff-957c-ab2904be2659_thumb.jpg
google,Ridhima Walia,Senior Technical Recruiter,Blythe Torrey,5,https://cdn.theorg.com/56686ba0-afda-4ec0-af5f-bc6e09ecd385_thumb.jpg
amazon,Heidi Finn,Senior Director Of Product Design - Amazon One Medical,Rohan Oommen,6,https://cdn.theorg.com/28576276-aa5f-4063-98f4-3b4862ee07d1_thumb.jpg
amazon,Abhinav Sharma,Principal Data Scientist - Manager,Vasi Philomin,4,https://cdn.theorg.com/65098ff4-0065-4ca3-b8a7-029dae9df96a_thumb.jpg
google,Angelica J.,Strategic Partner Development Manager,Sanjay Kapoor,5,https://cdn.theorg.com/64c8b0b9-148a-4d7c-a2af-eb856ef65a92_thumb.jpg
